satisfaction_level,last_evaluation,number_project,average_monthly_hours,time_spend_company,work_accident,left,promotion_last_5years,department,salary,investment,reward,sanity,experience,efficiency
0.56,0.79,4,197,2,0,0,0,3,1,788,1,448.018380241,8,0.0203045685279
0.51,0.86,4,223,3,1,0,0,3,1,892,1,28.41550621,12,0.0179372197309
0.45,0.51,2,155,3,1,1,0,4,1,310,1,4.12959524271,6,0.0129032258065
0.77,0.83,5,216,4,0,0,0,6,1,1080,1,14.366649892,20,0.0231481481481
0.18,0.76,5,173,4,0,0,0,3,1,865,1,63.7941287776,20,0.028901734104
0.73,0.81,3,168,2,0,0,0,2,1,504,1,34.1721645005,6,0.0178571428571
0.96,0.78,2,284,3,0,0,0,8,1,568,1,75.6114497338,6,0.00704225352113
0.43,0.46,2,149,3,0,1,0,2,1,298,1,7.69802220045,6,0.0134228187919
0.91,0.82,4,260,4,0,0,0,3,0,1040,0,19.747317053,16,0.0153846153846
0.1,0.97,6,247,4,0,1,0,9,1,1482,1,1.94000105818,24,0.0242914979757
0.39,0.57,2,127,3,0,1,0,4,0,254,0,6.16063751518,6,0.0157480314961
0.7,0.91,5,139,3,1,0,0,2,1,695,1,734.658599827,15,0.0359712230216
0.98,0.66,5,248,3,0,0,0,2,1,1240,1,7.58266251024,15,0.0201612903226
0.51,0.63,3,183,2,0,0,0,4,1,549,1,46.603499892,6,0.016393442623
0.78,0.98,5,239,6,0,1,0,5,0,1195,0,8.19683454828,30,0.0209205020921
0.55,0.85,3,152,2,0,0,1,9,1,456,2,20.7969944989,6,0.0197368421053
1.0,0.66,4,180,3,0,0,0,2,0,720,0,24390.2439024,12,0.0222222222222
0.57,0.78,3,109,3,1,0,0,4,0,327,0,4.85752297268,9,0.0275229357798
0.4,0.51,2,148,3,0,1,0,4,0,296,0,7.46706491013,6,0.0135135135135
0.6,0.77,4,157,4,0,0,0,7,0,628,0,156.831993727,16,0.0254777070064
0.39,0.46,2,136,3,0,1,0,3,1,272,1,6.65549437395,6,0.0147058823529
0.56,0.75,5,236,2,0,1,0,4,1,1180,1,7.66954110579,10,0.021186440678
0.39,0.54,2,131,3,0,1,0,5,0,262,0,6.37351552112,6,0.0152671755725
0.5,0.95,4,222,3,1,0,0,3,1,888,1,29.6653745748,12,0.018018018018
0.31,0.57,4,200,4,0,0,0,6,1,800,1,259.817532725,16,0.02
0.65,0.85,4,233,2,0,0,0,3,0,932,0,40.0388255278,8,0.0171673819742
0.21,0.92,2,211,2,0,0,0,3,1,422,1,12.8381962865,4,0.00947867298578
0.19,0.85,6,210,4,0,0,0,3,1,1260,1,4.22042686603,24,0.0285714285714
0.43,0.49,2,160,3,0,1,0,2,1,320,1,8.54843916261,6,0.0125
0.1,0.96,6,275,4,0,1,0,2,0,1650,0,1.29679973404,24,0.0218181818182
0.86,0.86,3,173,3,0,0,0,5,0,519,0,42.1759143784,9,0.0173410404624
0.51,0.73,4,229,3,0,0,0,4,0,916,0,43.1798684587,12,0.0174672489083
0.43,0.48,2,153,3,0,1,0,1,0,306,0,7.99195216006,6,0.0130718954248
0.54,0.46,2,98,4,0,0,0,3,0,196,0,5.42081734662,8,0.0204081632653
0.59,0.68,4,273,2,0,0,0,2,0,1092,0,12.0664794718,8,0.014652014652
0.51,0.86,4,196,2,0,0,0,3,0,784,0,499.008592201,8,0.0204081632653
0.77,0.75,4,225,3,0,0,0,0,0,900,0,60.5293755557,12,0.0177777777778
0.59,0.64,5,269,3,0,0,0,3,1,1345,1,4.19019809886,15,0.0185873605948
0.48,0.71,2,162,3,1,0,0,4,2,324,2,4.51147988733,6,0.0123456790123
0.39,0.57,2,156,3,0,1,0,9,0,312,0,7.99355914659,6,0.0128205128205
0.1,0.92,6,258,4,0,1,0,2,0,1548,0,1.63992593498,24,0.0232558139535
0.89,0.71,4,190,3,0,0,0,8,0,760,0,1964.65696466,12,0.0210526315789
0.36,0.52,2,147,3,0,1,0,4,1,294,1,7.18717301005,6,0.0136054421769
0.84,0.52,3,232,4,0,0,0,7,0,696,0,1688.0733945,12,0.0129310344828
0.11,0.74,6,290,5,0,1,0,2,1,1740,1,1.08597603809,30,0.0206896551724
0.79,0.44,2,236,3,0,0,0,6,1,472,1,27.100681302,6,0.00847457627119
0.41,0.57,3,193,3,1,0,0,6,1,579,1,31.3319408026,9,0.0155440414508
0.43,0.66,4,135,2,0,0,0,6,2,540,2,40.0313532277,8,0.0296296296296
0.92,0.81,4,206,2,0,0,0,0,1,824,1,212.71881232,8,0.0194174757282
0.85,0.69,3,194,4,0,0,0,4,1,582,1,85.6085145766,12,0.0154639175258
0.37,0.51,2,132,3,0,1,0,2,1,264,1,6.33596329766,6,0.0151515151515
0.78,0.93,5,225,5,0,1,0,4,0,1125,0,11.35081018,25,0.0222222222222
0.11,0.96,6,298,4,0,1,0,4,0,1788,0,0.989761761669,24,0.0201342281879
0.57,0.39,4,132,3,0,0,0,7,2,528,2,38.8594624029,12,0.030303030303
0.95,0.96,3,220,3,0,0,0,8,0,660,0,409.491810164,9,0.0136363636364
0.78,0.44,3,97,4,0,0,0,6,1,291,1,9.27832364669,12,0.0309278350515
0.68,0.72,4,274,3,0,0,0,2,1,1096,1,12.4730863464,12,0.014598540146
0.64,0.86,5,222,3,0,0,0,4,1,1110,1,11.2977225445,15,0.0225225225225
0.56,0.61,3,224,3,0,0,0,9,0,672,0,480.0,9,0.0133928571429
0.57,0.98,3,171,3,0,0,0,7,1,513,1,33.6498274643,9,0.0175438596491
0.45,0.54,2,135,3,0,1,0,4,0,270,0,6.88241045747,6,0.0148148148148
0.38,0.54,2,135,3,0,1,0,2,1,270,1,6.55015615952,6,0.0148148148148
0.85,0.46,3,123,5,1,0,0,2,0,369,0,7.13729060733,15,0.0243902439024
0.78,0.45,3,253,6,0,0,1,3,1,759,2,1975.5826859,18,0.0118577075099
0.76,0.47,3,223,2,0,0,0,3,1,669,1,488.753124132,6,0.0134529147982
0.1,0.97,7,306,4,0,1,0,5,0,2142,0,0.550944870453,28,0.0228758169935
0.45,0.55,2,148,3,0,1,0,4,0,296,0,7.73374579978,6,0.0135135135135
0.1,0.84,6,246,4,0,1,0,0,1,1476,1,1.97129083708,24,0.0243902439024
0.56,0.71,4,296,2,0,1,0,6,1,1184,1,7.53528542309,8,0.0135135135135
0.49,0.77,3,211,3,0,0,0,6,2,633,2,161.657806228,9,0.0142180094787
0.18,0.39,2,177,6,0,0,0,4,1,354,1,8.39105144141,12,0.0112994350282
0.1,0.84,5,298,4,0,1,0,6,0,1490,0,1.89942706373,20,0.0167785234899
0.45,0.49,2,134,3,0,1,0,8,1,268,1,6.82282304891,6,0.0149253731343
0.38,0.55,2,134,3,0,1,0,3,0,268,0,6.49344538448,6,0.0149253731343
0.92,0.65,4,238,2,0,0,0,4,0,952,0,38.6084858234,8,0.0168067226891
0.49,0.49,4,256,3,1,0,0,3,0,1024,0,8.56066003263,12,0.015625
0.52,0.73,4,245,4,0,0,0,2,1,980,1,24.1262182153,16,0.0163265306122
0.77,0.91,4,161,3,0,0,0,5,0,644,0,244.948796014,12,0.0248447204969
0.84,0.78,3,221,3,1,0,0,2,1,663,1,211.154464081,9,0.0135746606335
0.44,0.67,3,113,2,0,0,0,3,0,339,0,9.46739337677,6,0.0265486725664
0.79,0.86,3,139,3,0,0,0,3,0,417,0,18.388206893,9,0.0215827338129
0.57,0.7,3,273,6,0,1,0,3,0,819,0,193.803234169,18,0.010989010989
0.21,0.77,6,215,4,0,0,0,4,1,1290,1,3.84466290885,24,0.0279069767442
0.9,0.99,4,259,6,0,1,0,4,1,1036,1,20.1591511936,24,0.015444015444
0.11,0.96,6,280,4,0,1,0,3,0,1680,0,1.22733032435,24,0.0214285714286
0.89,0.88,5,228,5,1,1,0,3,0,1140,0,5.59429796001,25,0.0219298245614
0.4,0.49,2,144,3,0,1,0,3,0,288,0,7.19860963997,6,0.0138888888889
0.65,0.79,4,241,4,0,0,0,6,1,964,1,29.8772317387,16,0.0165975103734
0.65,0.63,3,137,3,0,0,0,4,2,411,2,16.3164400494,9,0.021897810219
0.77,0.49,4,274,2,1,0,0,3,1,1096,1,6.57064370035,8,0.014598540146
0.75,0.76,5,175,4,0,0,0,6,0,875,0,82.0941032978,20,0.0285714285714
0.82,0.89,4,237,3,0,0,0,3,1,948,1,37.9467078103,12,0.0168776371308
0.88,0.69,3,248,4,0,0,0,8,0,744,0,8318.5840708,12,0.0120967741935
0.15,0.86,3,204,4,0,0,0,3,1,612,1,84.0029218408,12,0.0147058823529
0.88,0.97,4,255,5,1,1,0,6,0,1020,0,11.1003519048,20,0.0156862745098
0.81,0.8,4,229,2,0,0,0,4,1,916,1,51.7586502717,8,0.0174672489083
0.61,0.99,2,275,3,1,0,0,4,1,550,1,25.1232757006,6,0.00727272727273
0.78,0.98,5,239,6,0,1,0,5,0,1195,0,8.19683454828,30,0.0209205020921
0.81,1.0,5,235,5,0,1,0,1,0,1175,0,9.09927256092,25,0.0212765957447
0.87,0.7,5,225,3,0,0,0,7,1,1125,1,11.9247275487,15,0.0222222222222
0.92,0.93,4,208,3,0,0,0,2,1,832,1,180.96135721,12,0.0192307692308
0.67,0.6,4,209,2,0,0,0,2,0,836,0,145.851528384,8,0.0191387559809
0.9,0.77,4,236,3,0,0,0,4,0,944,0,41.1024098992,12,0.0169491525424
0.74,0.58,4,193,3,0,0,0,3,1,772,1,940.540540541,12,0.020725388601
0.36,0.48,2,156,3,0,1,0,1,2,312,2,7.82103628731,6,0.0128205128205
0.42,0.47,2,125,4,0,0,0,6,1,250,1,6.18892792078,8,0.016
0.41,0.56,2,133,3,0,1,0,3,0,266,0,6.57741288427,6,0.015037593985
0.52,0.78,3,181,3,0,0,0,8,1,543,1,43.9344451831,9,0.0165745856354
0.53,0.73,4,227,3,0,0,0,0,1,908,1,47.7498283503,12,0.0176211453744
0.89,0.97,4,264,5,0,1,0,5,0,1056,0,17.6751145609,20,0.0151515151515
0.79,0.82,5,158,2,0,0,0,3,0,790,0,480.924234283,10,0.0316455696203
0.51,0.63,4,198,2,0,0,0,9,1,792,1,380.352644836,8,0.020202020202
0.54,0.48,3,275,2,0,0,0,4,2,825,2,167.082564826,6,0.0109090909091
0.96,0.59,3,158,3,1,0,0,1,2,474,2,15.070894719,9,0.0189873417722
0.33,0.45,6,239,3,0,0,0,4,0,1434,0,2.67591635045,18,0.0251046025105
0.95,0.67,4,227,3,0,0,0,4,0,908,0,60.857624368,12,0.0176211453744
0.47,0.76,6,174,10,0,0,0,6,1,1044,1,14.8146655111,60,0.0344827586207
0.94,0.6,3,193,3,0,0,0,4,0,579,0,86.2183902938,9,0.0155440414508
0.18,0.73,6,225,4,0,0,0,7,0,1350,0,3.05983269457,24,0.0266666666667
0.4,0.49,2,140,3,0,1,0,4,1,280,1,6.94437555183,6,0.0142857142857
0.64,0.55,3,246,2,0,0,1,5,2,738,3,20000.0,6,0.0121951219512
0.92,0.67,3,149,3,0,0,0,4,0,447,0,24.1433511474,9,0.0201342281879
0.52,0.67,4,210,3,1,0,0,2,0,840,0,61.6782989774,12,0.0190476190476
0.54,0.63,3,174,3,0,0,0,5,0,522,0,35.9393232205,9,0.0172413793103
0.69,0.96,3,210,3,0,0,0,3,0,630,0,172.413793103,9,0.0142857142857
0.37,0.49,2,153,3,0,1,0,1,0,306,0,7.656625496,6,0.0130718954248
0.71,0.59,4,143,2,0,0,0,0,1,572,1,69.3711967546,8,0.027972027972
0.29,0.42,6,253,3,0,0,0,0,1,1518,1,2.07221592169,18,0.0237154150198
0.14,0.62,4,158,4,1,1,0,2,0,632,0,60.5738575983,16,0.0253164556962
0.63,0.55,3,160,3,0,0,0,4,0,480,0,26.2894745331,9,0.01875
0.97,0.85,4,219,3,0,0,0,2,1,876,1,91.1614993059,12,0.0182648401826
0.89,0.9,4,101,6,0,0,0,3,1,404,1,17.89332172,24,0.039603960396
0.92,0.51,5,214,3,0,0,0,0,0,1070,0,16.5115839081,15,0.0233644859813
0.89,0.77,5,232,3,0,0,0,4,0,1160,0,10.1743090621,15,0.0215517241379
0.48,0.6,2,121,5,0,0,0,0,0,242,0,6.24024960998,10,0.0165289256198
0.82,0.73,3,183,3,0,0,0,6,0,549,0,56.1711058301,9,0.016393442623
0.51,0.89,3,230,4,0,0,0,5,0,690,0,992.115637319,12,0.0130434782609
0.5,0.54,5,153,4,0,1,0,3,0,765,0,1156.5150347,20,0.0326797385621
0.81,0.55,3,199,2,1,0,0,6,1,597,1,51.9368723099,6,0.0150753768844
0.11,0.97,6,284,4,0,1,0,4,0,1704,0,1.16765163166,24,0.0211267605634
0.76,0.82,4,254,5,1,1,0,4,1,1016,1,10.6835012747,20,0.0157480314961
0.96,0.81,4,211,3,0,0,0,4,2,844,2,148.192953274,12,0.0189573459716
0.83,0.7,5,168,3,0,0,0,0,0,840,0,148.514851485,15,0.0297619047619
0.62,0.91,3,142,6,1,0,0,4,1,426,1,8.82256834767,18,0.0211267605634
0.6,0.73,5,241,3,0,0,0,4,2,1205,2,7.06161702203,15,0.0207468879668
0.8,0.96,3,257,5,0,0,0,3,1,771,1,1019.83002833,15,0.011673151751
0.91,0.82,2,241,3,0,0,0,4,1,482,1,31.3063432224,6,0.00829875518672
0.1,0.77,6,255,4,0,1,0,9,0,1530,0,1.71445849608,24,0.0235294117647
0.31,0.77,4,149,3,0,1,0,4,1,596,1,74.0531373657,12,0.0268456375839
0.7,0.44,2,131,2,0,0,0,4,0,262,0,7.79494704021,4,0.0152671755725
0.1,0.89,7,253,4,0,1,0,3,0,1771,0,1.01311057181,28,0.0276679841897
0.79,0.82,3,98,3,1,0,0,0,0,294,0,4.72979400294,9,0.030612244898
0.69,0.67,4,156,3,0,0,0,2,0,624,0,153.274079449,12,0.025641025641
0.1,0.77,5,252,4,0,1,0,2,1,1260,1,3.90123491818,20,0.0198412698413
0.14,0.75,4,277,5,1,1,0,4,1,1108,1,3.96819871625,20,0.014440433213
0.26,0.67,2,242,6,0,0,0,2,0,484,0,20.9909039416,12,0.00826446280992
0.41,0.48,2,139,3,0,1,0,2,0,278,0,6.93208523023,6,0.0143884892086
0.62,0.91,5,267,3,0,0,0,2,0,1335,0,4.41132021011,15,0.0187265917603
0.37,0.46,2,157,3,0,1,0,6,0,314,0,7.95466422027,6,0.0127388535032
0.83,1.0,5,240,5,0,1,0,3,0,1200,0,8.24911423446,25,0.0208333333333
0.92,0.57,3,191,3,0,0,0,3,0,573,0,78.89222172,9,0.0157068062827
0.8,0.54,5,261,2,0,0,0,4,1,1305,1,5.42533086983,10,0.0191570881226
0.8,0.54,4,269,3,0,0,0,4,1,1076,1,14.9489245079,12,0.0148698884758
0.96,0.82,4,244,3,0,0,0,3,2,976,2,32.1258810031,12,0.016393442623
0.84,0.83,5,238,5,0,1,0,6,0,1190,0,8.6579271793,25,0.0210084033613
0.78,0.8,4,194,2,1,0,0,2,1,776,1,402.714932127,8,0.020618556701
0.11,0.93,6,282,4,0,1,0,4,0,1692,0,1.19693326288,24,0.0212765957447
0.14,0.58,3,179,5,0,0,0,3,0,537,0,30.9236403092,15,0.0167597765363
0.44,0.56,2,158,3,0,1,0,1,1,316,1,8.44228176115,6,0.0126582278481
0.57,0.37,3,108,4,0,0,0,2,0,324,0,9.57165327448,12,0.0277777777778
0.86,0.51,4,211,2,1,0,0,2,0,844,0,70.3160441555,8,0.0189573459716
0.43,0.56,2,158,3,0,1,0,6,0,316,0,8.38365480448,6,0.0126582278481
0.37,0.52,2,157,3,0,1,0,4,0,314,0,7.95466422027,6,0.0127388535032
0.98,0.5,3,251,3,0,0,0,2,1,753,1,3431.54246101,9,0.0119521912351
0.94,0.58,5,190,3,1,0,0,3,2,950,2,19.8599565947,15,0.0263157894737
0.52,0.84,3,261,8,0,0,1,1,0,783,1,521.083304765,24,0.0114942528736
0.96,0.57,3,151,2,0,0,0,4,0,453,0,25.7295509143,6,0.0198675496689
0.21,0.76,4,165,6,1,0,0,7,0,660,0,127.047459051,24,0.0242424242424
0.48,0.69,4,245,3,0,0,0,9,1,980,1,23.4913177359,12,0.0163265306122
0.84,0.53,5,190,3,0,0,0,2,1,950,1,37.6724949838,15,0.0263157894737
1.0,0.89,3,230,3,1,0,0,2,0,690,0,657.03022339,9,0.0130434782609
0.82,0.82,5,193,4,0,0,0,2,1,965,1,32.6768048548,20,0.0259067357513
0.73,0.99,5,241,5,0,1,0,4,0,1205,0,7.63537340507,25,0.0207468879668
0.54,0.51,2,176,3,0,0,0,3,2,352,2,10.8351509182,6,0.0113636363636
0.14,0.76,5,260,6,0,0,0,2,2,1300,2,3.49648204833,30,0.0192307692308
0.77,0.56,3,236,3,1,0,0,1,1,708,1,2002.26244344,9,0.0127118644068
0.89,0.64,3,184,5,0,0,0,8,2,552,2,60.3255665496,15,0.0163043478261
0.98,0.74,4,151,3,0,0,0,4,1,604,1,126.711890439,12,0.0264900662252
0.86,0.62,4,186,3,0,0,0,7,0,744,0,8230.08849558,12,0.0215053763441
0.42,0.52,2,141,3,1,1,0,4,1,282,1,3.55337570692,6,0.0141843971631
0.57,0.72,4,214,2,1,0,0,4,0,856,0,48.6670799752,8,0.018691588785
0.6,0.99,4,225,3,0,0,0,4,1,900,1,54.7158197114,12,0.0177777777778
0.1,0.94,6,285,4,0,1,0,3,1,1710,1,1.14302102535,24,0.0210526315789
0.49,0.49,6,188,3,0,0,0,4,1,1128,1,9.35917890479,18,0.031914893617
0.78,0.9,4,104,4,0,0,0,8,0,416,0,18.168827192,16,0.0384615384615
0.49,0.66,3,155,3,0,0,1,4,0,465,1,21.3782515747,9,0.0193548387097
0.85,0.64,4,188,3,0,0,0,0,0,752,0,3490.56603774,12,0.0212765957447
0.47,0.5,4,254,4,0,1,0,4,0,1016,0,17.8463032658,16,0.0157480314961
0.85,0.91,3,244,3,0,0,0,7,1,732,1,185000.0,9,0.0122950819672
0.66,0.95,3,191,3,0,0,0,2,1,573,1,68.2089000288,9,0.0157068062827
0.75,0.79,4,263,3,0,0,1,5,1,1052,2,16.7736988402,12,0.0152091254753
0.43,0.52,2,147,3,0,1,0,4,0,294,0,7.55710103263,6,0.0136054421769
0.61,0.87,4,151,3,0,0,0,0,1,604,1,103.033405862,12,0.0264900662252
0.98,0.7,3,153,10,0,0,0,9,2,459,2,27.1601212603,30,0.0196078431373
0.87,0.67,4,272,4,0,0,0,4,0,1088,0,14.5093961919,16,0.0147058823529
0.66,1.0,4,192,2,0,0,0,4,0,768,0,1090.67017083,8,0.0208333333333
0.82,0.63,4,232,4,0,0,0,2,0,928,0,45.9572748851,16,0.0172413793103
0.86,0.65,4,243,2,0,0,0,2,0,972,0,31.4987298899,8,0.0164609053498
0.72,0.68,3,135,4,0,0,0,4,1,405,1,16.3845413757,12,0.0222222222222
0.82,0.62,4,160,3,0,0,0,4,1,640,1,229.739964655,12,0.025
0.94,0.93,4,220,3,0,0,0,1,0,880,0,85.0802561179,12,0.0181818181818
0.7,0.67,3,179,3,1,0,0,4,1,537,1,23.0571002306,9,0.0167597765363
0.66,0.59,3,145,3,0,0,0,0,1,435,1,19.2047387114,9,0.0206896551724
0.87,0.64,5,234,2,1,0,0,6,1,1170,1,4.80764286669,10,0.0213675213675
0.5,0.75,6,127,3,0,0,0,4,0,762,0,1376.14678899,18,0.0472440944882
0.1,0.86,6,247,4,0,1,0,4,1,1482,1,1.94000105818,24,0.0242914979757
0.44,0.56,2,145,3,0,1,0,3,1,290,1,7.47190253318,6,0.0137931034483
0.37,0.49,2,151,3,0,1,0,2,1,302,1,7.51384851643,6,0.0132450331126
0.75,0.52,3,260,3,1,0,0,4,0,780,0,336.279784781,9,0.0115384615385
0.89,0.86,3,223,2,0,0,0,4,0,669,0,524.854207165,6,0.0134529147982
0.95,0.65,5,142,2,1,0,0,4,0,710,0,2693.37016575,10,0.0352112676056
0.44,0.45,2,156,3,0,1,0,0,1,312,1,8.28109724539,6,0.0128205128205
0.84,0.54,4,156,4,0,0,0,4,2,624,2,166.878287684,16,0.025641025641
0.66,0.66,3,225,3,0,0,0,2,0,675,0,569.077819678,9,0.0133333333333
0.71,0.66,5,187,2,0,0,0,4,1,935,1,40.2950255673,10,0.0267379679144
0.61,0.46,3,171,3,0,0,0,6,1,513,1,34.5071479092,9,0.0175438596491
0.32,0.55,4,283,4,0,0,0,7,0,1132,0,8.12757835109,16,0.0141342756184
0.98,0.97,4,196,4,0,0,0,3,0,784,0,654.329147389,16,0.0204081632653
0.43,0.48,2,157,3,0,1,0,4,1,314,1,8.30304367517,6,0.0127388535032
0.79,0.56,3,149,10,0,0,0,7,0,447,0,22.5086450802,30,0.0201342281879
0.83,0.85,4,255,5,0,1,0,9,0,1020,0,21.6102595593,20,0.0156862745098
0.63,0.52,5,209,8,1,0,0,8,0,1045,0,8.1616711898,40,0.0239234449761
0.58,0.86,4,257,3,0,0,0,4,0,1028,0,17.6729827073,12,0.0155642023346
0.74,0.97,4,228,5,0,1,0,0,0,912,0,51.9558077038,20,0.0175438596491
0.95,0.9,3,155,3,0,0,0,2,1,465,1,27.9782487051,9,0.0193548387097
0.11,0.88,7,272,4,0,1,0,4,1,1904,1,0.8039831207,28,0.0257352941176
0.72,0.79,4,192,4,0,0,0,4,0,768,0,1130.09198423,16,0.0208333333333
0.85,0.97,3,256,3,0,0,0,3,0,768,0,1215.50591327,9,0.01171875
0.64,0.66,3,188,4,0,0,0,4,1,564,1,60.2365386028,12,0.0159574468085
0.64,0.92,5,211,2,1,0,0,6,1,1055,1,7.71568636676,10,0.0236966824645
0.83,0.95,3,255,3,0,0,0,2,1,765,1,1410.94834233,9,0.0117647058824
0.45,0.76,4,143,2,1,0,0,3,1,572,1,29.4117647059,8,0.027972027972
0.85,0.75,4,139,3,0,0,0,4,0,556,0,61.8108920815,12,0.0287769784173
0.7,0.6,3,187,2,0,0,0,7,2,561,2,60.2302922941,6,0.0160427807487
0.94,0.8,5,170,4,0,0,0,6,2,850,2,132.495560716,20,0.0294117647059
0.62,0.78,5,250,6,0,0,0,4,0,1250,0,5.96812578746,30,0.02
0.37,0.57,2,147,3,0,1,0,4,0,294,0,7.24001987042,6,0.0136054421769
0.68,0.79,5,139,4,0,0,0,2,0,695,0,1452.03111495,20,0.0359712230216
0.51,0.78,5,225,4,0,0,0,8,0,1125,0,9.62905807406,20,0.0222222222222
0.92,0.94,2,224,2,0,0,0,4,0,448,0,24.3154935285,4,0.00892857142857
0.55,0.55,4,211,4,0,0,0,4,0,844,0,117.193406926,16,0.0189573459716
0.54,0.85,4,157,3,0,0,1,2,1,628,2,150.950793962,12,0.0254777070064
0.74,0.89,5,229,6,0,1,0,3,0,1145,0,10.0544907169,30,0.0218340611354
0.56,0.71,3,211,6,0,0,1,5,0,633,1,169.252468265,18,0.0142180094787
0.68,0.75,5,243,3,1,0,0,3,0,1215,0,3.55635338298,15,0.0205761316872
0.55,0.93,4,239,4,0,0,0,9,0,956,0,30.0795653018,16,0.0167364016736
0.68,0.4,3,213,5,1,0,1,4,0,639,1,103.690902358,15,0.0140845070423
0.77,0.81,5,237,5,0,1,0,4,1,1185,1,8.5121935971,25,0.0210970464135
0.65,0.6,3,218,4,0,0,0,8,1,654,1,293.281194454,12,0.0137614678899
0.57,0.54,4,167,3,0,0,0,2,1,668,1,421.816227834,12,0.0239520958084
0.86,0.92,5,252,5,0,1,0,8,0,1260,0,6.59663358892,25,0.0198412698413
0.32,0.66,3,144,2,0,0,0,3,0,432,0,14.9642897631,6,0.0208333333333
0.72,0.94,4,235,3,0,0,0,2,1,940,1,38.6325861372,12,0.0170212765957
0.95,0.48,4,225,3,0,0,0,4,1,900,1,66.6849052732,12,0.0177777777778
0.17,0.84,5,232,3,0,1,0,4,0,1160,0,6.29838180037,15,0.0215517241379
0.79,0.86,5,235,5,0,1,0,3,1,1175,1,8.99872811273,25,0.0212765957447
0.64,0.53,4,133,3,0,0,0,3,0,532,0,42.257150219,12,0.0300751879699
0.65,0.92,3,101,3,1,0,0,6,1,303,1,4.54603062647,9,0.029702970297
0.82,1.0,4,229,6,0,1,0,0,1,916,1,52.0446096654,24,0.0174672489083
0.7,0.53,4,178,2,0,0,0,5,1,712,1,5862.06896552,8,0.0224719101124
0.78,0.6,2,206,2,0,0,0,5,0,412,0,17.7132052941,4,0.00970873786408
0.94,0.7,6,217,5,0,0,0,4,0,1302,0,5.90868942832,30,0.0276497695853
0.31,0.87,4,184,3,0,1,0,2,0,736,0,26200.0,12,0.0217391304348
0.72,0.74,3,187,2,0,0,0,4,1,561,1,60.9388839681,6,0.0160427807487
0.75,0.82,5,202,3,1,0,0,6,0,1010,0,11.0812796028,15,0.0247524752475
0.93,0.95,5,176,6,0,0,1,1,1,880,2,84.6416980967,30,0.0284090909091
0.41,0.53,2,157,3,0,1,0,1,0,314,0,8.1869171902,6,0.0127388535032
0.66,0.97,3,263,3,0,0,0,1,1,789,1,460.983060261,9,0.0114068441065
0.74,0.37,2,171,4,0,0,0,3,0,342,0,11.6178139814,8,0.0116959064327
0.72,0.63,4,251,3,0,0,0,4,1,1004,1,22.7435009124,12,0.0159362549801
0.36,0.57,2,142,3,0,1,0,7,1,284,1,6.86778503833,6,0.0140845070423
0.44,0.55,2,136,3,0,1,0,2,1,272,1,6.8949006464,6,0.0147058823529
0.52,0.98,4,265,3,0,0,0,7,1,1060,1,13.8734232672,12,0.0150943396226
0.84,0.79,6,140,2,0,0,0,1,2,840,2,149.326408051,12,0.0428571428571
0.56,0.64,3,262,2,1,0,0,8,0,786,0,240.0,6,0.0114503816794
0.9,1.0,2,114,5,0,0,0,3,2,228,2,7.56966079952,10,0.0175438596491
0.14,0.88,3,162,4,0,0,0,5,1,486,1,19.3056731583,12,0.0185185185185
0.63,0.56,5,286,4,0,0,0,5,1,1430,1,3.31703981669,20,0.0174825174825
0.66,0.9,4,177,7,0,0,0,4,0,708,0,3755.6561086,28,0.0225988700565
0.83,0.93,4,261,2,0,0,0,3,1,1044,1,18.4427468607,8,0.0153256704981
0.96,0.37,3,111,2,0,0,0,4,2,333,2,12.4986449173,6,0.027027027027
0.73,0.75,5,265,3,0,0,0,8,0,1325,0,4.87026240298,15,0.0188679245283
0.14,0.52,4,108,6,0,0,0,4,0,432,0,12.9237047954,24,0.037037037037
0.1,0.77,7,250,5,0,1,0,8,1,1750,1,1.05521458268,35,0.028
0.1,0.96,6,310,5,0,1,0,3,0,1860,0,0.859937990653,30,0.0193548387097
0.45,0.48,2,138,3,0,1,0,2,0,276,0,7.06593245943,6,0.0144927536232
0.93,0.86,4,192,4,0,0,0,6,2,768,2,1268.06833114,16,0.0208333333333
0.84,0.55,4,270,3,1,0,0,4,1,1080,1,7.46741124332,12,0.0148148148148
0.93,0.61,4,205,3,0,0,0,2,0,820,0,233.035498672,12,0.019512195122
0.9,0.97,3,141,3,0,0,0,4,0,423,0,20.2911242351,9,0.0212765957447
0.4,0.54,2,148,3,0,1,0,3,0,296,0,7.46706491013,6,0.0135135135135
0.93,0.87,4,218,4,0,0,0,2,1,872,1,94.3765281174,16,0.0183486238532
0.45,0.52,2,145,3,0,1,0,4,1,290,1,7.52379074522,6,0.0137931034483
0.36,0.52,2,147,3,0,1,0,4,1,294,1,7.18717301005,6,0.0136054421769
0.55,0.72,3,204,2,0,0,0,7,0,612,0,113.221329438,6,0.0147058823529
0.53,0.65,3,241,3,0,0,0,4,0,723,0,41351.3513514,9,0.0124481327801
0.7,0.59,3,138,3,0,0,0,8,0,414,0,17.1326063733,9,0.0217391304348
0.63,0.74,4,202,3,0,0,0,0,0,808,0,261.134251842,12,0.019801980198
0.45,0.48,2,149,3,0,1,0,3,0,298,0,7.80568684661,6,0.0134228187919
0.92,0.84,3,164,2,0,0,0,1,1,492,1,34.1819476589,6,0.0182926829268
